id,城市,省份,年月,经度,纬度,舒适天数,空气质量指数,月最高温,月最低温,月平均温,东风频率,东风均速,南风频率,南风均速,西风频率,西风均速,北风频率,北风均速,东北风频率,东北风均速,东南风频率,东南风均速,西南风频率,西南风均速,西北风频率,西北风均速
2305,衢州市,浙江省,2024-01,118.88,28.97,0,78.00,21.00,-6.00,7.44,58.06,1.89,38.71,1.42,29.03,1.56,51.61,2.00,48.39,2.07,3.23,1.00,29.03,1.56,0.00,0.00
2306,衢州市,浙江省,2024-02,118.88,28.97,0,42.86,28.00,0.00,7.57,72.41,1.81,27.59,1.50,27.59,1.50,68.97,1.80,68.97,1.80,0.00,0.00,27.59,1.50,0.00,0.00
2307,衢州市,浙江省,2024-03,118.88,28.97,2,52.58,33.00,0.00,14.45,51.61,1.75,38.71,1.83,45.16,1.71,51.61,1.75,51.61,1.75,0.00,0.00,35.48,1.91,0.00,0.00
2308,衢州市,浙江省,2024-04,118.88,28.97,15,39.93,32.00,12.00,19.87,66.67,2.10,26.67,1.38,33.33,1.50,63.33,2.16,63.33,2.16,3.33,1.00,23.33,1.43,0.00,0.00
2309,衢州市,浙江省,2024-05,118.88,28.97,17,46.42,35.00,13.00,22.56,87.10,1.93,16.13,2.00,12.90,2.25,70.97,2.14,70.97,2.14,3.23,1.00,12.90,2.25,0.00,0.00
2310,衢州市,浙江省,2024-06,118.88,28.97,24,32.00,34.00,16.00,24.30,66.67,1.60,23.33,1.43,26.67,1.75,56.67,1.71,53.33,1.75,6.67,1.00,16.67,1.60,0.00,0.00
2311,衢州市,浙江省,2024-07,118.88,28.97,7,29.65,39.00,25.00,31.40,41.94,1.92,51.61,1.94,58.06,1.83,32.26,2.00,32.26,2.00,3.23,1.00,48.39,2.00,0.00,0.00
2312,衢州市,浙江省,2024-08,118.88,28.97,9,39.39,42.00,24.00,31.53,48.39,1.60,51.61,1.50,45.16,1.57,38.71,1.75,35.48,1.82,6.45,1.00,38.71,1.67,3.23,1.00
2313,衢州市,浙江省,2024-09,118.88,28.97,11,37.70,38.00,18.00,28.77,86.67,2.31,6.67,1.00,13.33,1.00,83.33,2.36,80.00,2.42,0.00,0.00,6.67,1.00,3.33,1.00
2314,衢州市,浙江省,2024-10,118.88,28.97,14,40.26,32.00,11.00,20.34,93.55,2.24,0.00,0.00,6.45,1.00,80.65,2.36,80.65,2.36,0.00,0.00,0.00,0.00,0.00,0.00
2315,衢州市,浙江省,2024-11,118.88,28.97,3,45.37,25.00,2.00,15.45,76.67,2.52,13.33,1.25,23.33,1.86,76.67,2.52,76.67,2.52,0.00,0.00,13.33,1.25,0.00,0.00
2316,襄樊市,湖北省,2023-12,112.14,30.02,0,100.00,21.00,-3.00,5.03,58.06,1.61,45.16,1.36,6.45,4.00,51.61,2.50,22.58,2.00,32.26,1.40,0.00,0.00,6.45,4.00
2317,襄樊市,湖北省,2024-01,112.14,30.02,0,113.32,14.00,-4.00,4.47,61.29,1.95,25.81,1.75,12.90,1.50,70.97,2.00,35.48,2.09,22.58,1.86,0.00,0.00,12.90,1.50
2318,襄樊市,湖北省,2024-02,112.14,30.02,0,93.66,18.00,-5.00,4.33,58.62,2.59,27.59,2.12,10.34,2.00,68.97,2.75,34.48,2.90,20.69,2.33,3.45,1.00,6.90,2.50
2319,襄樊市,湖北省,2024-03,112.14,30.02,0,85.71,27.00,1.00,13.24,64.52,2.50,41.94,2.31,22.58,1.86,51.61,2.38,29.03,2.44,32.26,2.60,6.45,1.00,12.90,2.50
2320,襄樊市,湖北省,2024-04,112.14,30.02,2,68.50,28.00,10.00,18.10,53.33,2.25,33.33,2.60,20.00,2.00,60.00,2.22,26.67,1.75,23.33,2.86,0.00,0.00,16.67,2.20
2321,襄樊市,湖北省,2024-05,112.14,30.02,24,66.74,33.00,13.00,23.13,61.29,2.37,54.84,2.53,9.68,2.00,38.71,2.42,22.58,2.29,35.48,2.45,3.23,2.00,3.23,2.00
2322,襄樊市,湖北省,2024-06,112.14,30.02,28,56.50,37.00,18.00,26.50,60.00,1.78,66.67,1.75,23.33,1.71,33.33,1.70,16.67,1.40,43.33,1.92,6.67,1.00,16.67,2.00
2323,襄樊市,湖北省,2024-07,112.14,30.02,17,34.10,36.00,21.00,27.85,45.16,2.21,45.16,2.57,22.58,1.71,45.16,2.00,16.13,1.80,29.03,2.44,3.23,1.00,12.90,2.25
2324,襄樊市,湖北省,2024-08,112.14,30.02,19,42.74,36.00,22.00,29.15,54.84,2.29,51.61,1.94,12.90,1.75,45.16,2.36,16.13,2.40,38.71,2.25,3.23,1.00,6.45,2.50
2325,襄樊市,湖北省,2024-09,112.14,30.02,23,54.43,37.00,13.00,25.50,50.00,2.40,13.33,2.50,13.33,2.75,80.00,2.62,33.33,2.50,13.33,2.50,0.00,0.00,10.00,3.33
2326,襄樊市,湖北省,2024-10,112.14,30.02,1,71.00,29.00,7.00,17.73,54.84,1.76,19.35,1.83,25.81,2.38,61.29,2.42,22.58,2.00,16.13,1.80,0.00,0.00,22.58,2.57
2327,襄樊市,湖北省,2024-11,112.14,30.02,0,82.37,24.00,3.00,12.65,33.33,1.80,16.67,1.20,43.33,2.46,83.33,2.32,26.67,1.88,6.67,1.50,6.67,1.00,36.67,2.73
2328,西宁市,青海省,2023-12,101.74,36.56,0,73.00,11.00,-18.00,-2.68,45.16,1.07,19.35,1.33,48.39,1.40,64.52,1.00,25.81,1.00,12.90,1.25,6.45,1.50,32.26,1.00
2329,西宁市,青海省,2024-01,101.74,36.56,0,70.16,10.00,-17.00,-4.35,61.29,1.16,12.90,1.50,22.58,1.00,61.29,1.00,25.81,1.00,12.90,1.50,0.00,0.00,22.58,1.00
2330,西宁市,青海省,2024-02,101.74,36.56,0,104.31,16.00,-13.00,-2.97,68.97,1.30,48.28,1.36,24.14,1.43,37.93,1.27,13.79,1.00,44.83,1.38,0.00,0.00,20.69,1.50
2331,西宁市,青海省,2024-03,101.74,36.56,0,74.55,21.00,-9.00,4.10,77.42,1.38,45.16,1.64,22.58,2.00,41.94,1.54,22.58,1.00,41.94,1.69,3.23,1.00,19.35,2.17
2332,西宁市,青海省,2024-04,101.74,36.56,0,69.83,23.00,1.00,9.27,90.00,1.59,33.33,2.00,10.00,2.00,36.67,1.45,33.33,1.20,30.00,2.11,3.33,1.00,3.33,4.00
2333,西宁市,青海省,2024-05,101.74,36.56,0,60.55,30.00,2.00,14.39,87.10,1.70,25.81,1.75,3.23,1.00,32.26,1.30,22.58,1.29,25.81,1.75,0.00,0.00,3.23,1.00
2334,西宁市,青海省,2024-06,101.74,36.56,0,40.40,27.00,7.00,15.83,63.33,1.58,30.00,1.67,36.67,1.27,50.00,1.27,23.33,1.14,23.33,1.86,6.67,1.00,26.67,1.38
2335,西宁市,青海省,2024-07,101.74,36.56,0,48.45,29.00,10.00,18.26,70.97,1.55,41.94,1.85,16.13,1.40,45.16,1.14,19.35,1.00,38.71,1.92,3.23,1.00,12.90,1.50
2336,西宁市,青海省,2024-08,101.74,36.56,0,40.13,29.00,8.00,18.65,83.87,1.42,41.94,1.69,12.90,2.00,45.16,1.36,32.26,1.10,41.94,1.69,0.00,0.00,12.90,2.00
2337,西宁市,青海省,2024-09,101.74,36.56,0,34.30,27.00,0.00,14.53,100.00,1.40,70.00,1.52,0.00,0.00,20.00,1.00,20.00,1.00,70.00,1.52,0.00,0.00,0.00,0.00
2338,西宁市,青海省,2024-10,101.74,36.56,0,47.45,20.00,-2.00,8.19,70.97,1.23,25.81,1.75,22.58,2.00,51.61,1.19,32.26,1.00,22.58,1.71,3.23,2.00,12.90,1.75
2339,西宁市,青海省,2024-11,101.74,36.56,0,68.10,17.00,-12.00,1.93,66.67,1.30,26.67,1.75,30.00,1.00,66.67,1.00,33.33,1.00,26.67,1.75,0.00,0.00,30.00,1.00
2340,西安市,陕西省,2023-12,108.95,34.27,0,136.00,22.00,-7.00,2.71,58.06,2.06,35.48,1.36,41.94,1.54,51.61,2.19,51.61,2.19,3.23,1.00,32.26,1.40,0.00,0.00
2341,西安市,陕西省,2024-01,108.95,34.27,0,117.77,16.00,-8.00,1.65,58.06,1.78,25.81,1.38,35.48,1.36,61.29,1.74,58.06,1.78,0.00,0.00,25.81,1.38,0.00,0.00
2342,西安市,陕西省,2024-02,108.95,34.27,0,137.66,17.00,-4.00,3.26,75.86,1.91,10.34,1.00,20.69,1.83,82.76,1.96,75.86,1.91,0.00,0.00,10.34,1.00,6.90,2.50
2343,西安市,陕西省,2024-03,108.95,34.27,0,95.35,31.00,0.00,12.92,61.29,2.05,19.35,1.67,35.48,1.64,74.19,1.96,61.29,2.05,0.00,0.00,16.13,1.80,12.90,1.50
2344,西安市,陕西省,2024-04,108.95,34.27,3,84.60,31.00,9.00,19.08,73.33,1.64,30.00,1.67,20.00,1.83,60.00,1.44,56.67,1.41,10.00,2.00,13.33,1.75,3.33,2.00
2345,西安市,陕西省,2024-05,108.95,34.27,16,58.74,38.00,11.00,23.65,80.65,1.84,48.39,1.80,16.13,1.60,29.03,1.67,25.81,1.75,32.26,1.80,12.90,1.75,3.23,1.00
2346,西安市,陕西省,2024-06,108.95,34.27,23,56.20,40.00,15.00,27.23,60.00,1.89,50.00,1.67,36.67,1.45,26.67,1.75,23.33,1.86,16.67,2.00,30.00,1.44,3.33,1.00
2347,西安市,陕西省,2024-07,108.95,34.27,26,43.29,37.00,20.00,27.23,64.52,1.40,51.61,1.44,25.81,1.62,35.48,1.36,32.26,1.40,19.35,1.33,25.81,1.62,0.00,0.00
2348,西安市,陕西省,2024-08,108.95,34.27,20,49.74,39.00,20.00,29.56,77.42,1.96,29.03,1.78,19.35,2.33,64.52,2.10,64.52,2.10,9.68,1.33,16.13,2.20,0.00,0.00
2349,西安市,陕西省,2024-09,108.95,34.27,22,52.70,39.00,12.00,26.55,73.33,2.41,13.33,2.75,26.67,2.50,46.67,2.29,43.33,2.31,3.33,3.00,10.00,2.67,3.33,2.00
2350,西安市,陕西省,2024-10,108.95,34.27,3,71.06,28.00,6.00,16.74,74.19,2.04,16.13,1.80,22.58,1.86,77.42,1.96,70.97,2.00,3.23,3.00,12.90,1.50,3.23,2.00
2351,西安市,陕西省,2024-11,108.95,34.27,0,74.30,19.00,-2.00,10.52,53.33,1.94,23.33,1.71,43.33,1.77,63.33,1.89,46.67,2.07,3.33,1.00,20.00,1.83,13.33,1.50
2352,许昌市,河南省,2023-12,113.81,34.02,0,150.00,21.00,-9.00,2.06,38.71,2.50,32.26,2.10,48.39,2.47,61.29,2.79,29.03,2.89,6.45,1.00,25.81,2.38,19.35,2.50
2353,许昌市,河南省,2024-01,113.81,34.02,0,115.94,14.00,-7.00,1.89,38.71,2.50,32.26,1.90,45.16,1.93,64.52,2.40,35.48,2.55,3.23,2.00,25.81,2.00,16.13,1.80
2354,许昌市,河南省,2024-02,113.81,34.02,0,97.00,19.00,-11.00,2.69,58.62,2.82,31.03,2.67,37.93,2.45,58.62,2.94,48.28,3.14,3.45,2.00,24.14,2.71,10.34,2.00
2355,许昌市,河南省,2024-03,113.81,34.02,0,87.68,27.00,0.00,11.31,45.16,2.79,45.16,2.64,38.71,2.67,51.61,2.88,35.48,3.00,6.45,2.50,25.81,2.62,12.90,2.75
2356,许昌市,河南省,2024-04,113.81,34.02,1,73.33,28.00,5.00,17.38,63.33,2.63,53.33,2.50,20.00,2.67,40.00,3.00,30.00,3.11,26.67,2.38,10.00,2.67,10.00,2.67
2357,许昌市,河南省,2024-05,113.81,34.02,16,81.52,35.00,9.00,23.29,58.06,2.50,45.16,2.93,25.81,3.25,38.71,2.50,32.26,2.60,12.90,2.50,19.35,3.67,3.23,2.00
2358,许昌市,河南省,2024-06,113.81,34.02,29,69.80,40.00,18.00,28.02,40.00,2.50,66.67,2.55,46.67,2.36,16.67,2.60,10.00,3.00,20.00,2.33,33.33,2.60,6.67,2.00
2359,许昌市,河南省,2024-07,113.81,34.02,23,35.06,36.00,19.00,27.85,38.71,2.67,61.29,2.53,41.94,2.62,32.26,2.80,22.58,3.14,9.68,1.67,35.48,2.91,6.45,1.00
2360,许昌市,河南省,2024-08,113.81,34.02,26,43.13,36.00,22.00,28.35,61.29,2.11,45.16,2.36,25.81,2.75,45.16,2.43,35.48,2.18,22.58,2.00,12.90,2.75,6.45,2.50
2361,许昌市,河南省,2024-09,113.81,34.02,23,56.40,37.00,12.00,23.93,80.00,2.92,33.33,2.20,6.67,2.50,63.33,3.26,50.00,3.27,26.67,2.38,3.33,1.00,3.33,4.00
2362,许昌市,河南省,2024-10,113.81,34.02,0,110.94,28.00,4.00,16.56,70.97,2.23,41.94,1.77,22.58,2.29,38.71,2.83,25.81,2.75,29.03,1.67,9.68,2.00,9.68,2.67
2363,许昌市,河南省,2024-11,113.81,34.02,0,93.30,24.00,0.00,11.25,53.33,2.25,33.33,2.10,33.33,2.80,56.67,2.59,26.67,2.12,20.00,2.33,3.33,3.00,26.67,3.00
2364,贵港市,广西壮族自治区,2023-12,109.60,23.09,4,79.00,29.00,4.00,15.40,41.94,1.69,29.03,2.00,6.45,2.00,64.52,2.30,16.13,1.40,19.35,2.00,0.00,0.00,6.45,2.00
2365,贵港市,广西壮族自治区,2024-01,109.60,23.09,1,53.29,25.00,3.00,13.89,64.52,1.75,29.03,1.78,6.45,3.50,61.29,2.11,25.81,1.75,29.03,1.78,0.00,0.00,6.45,3.50
2366,贵港市,广西壮族自治区,2024-02,109.60,23.09,5,42.97,29.00,4.00,13.97,31.03,2.11,34.48,2.80,10.34,2.67,62.07,2.28,10.34,2.00,17.24,2.20,3.45,4.00,6.90,2.00
2367,贵港市,广西壮族自治区,2024-03,109.60,23.09,14,50.71,31.00,7.00,19.52,51.61,2.19,41.94,2.46,12.90,1.75,45.16,2.21,29.03,2.00,12.90,2.50,9.68,2.00,0.00,0.00
2368,贵港市,广西壮族自治区,2024-04,109.60,23.09,29,44.03,34.00,16.00,25.17,26.67,1.88,63.33,2.79,30.00,2.44,33.33,1.70,13.33,1.50,10.00,2.33,20.00,2.83,10.00,1.67
2369,贵港市,广西壮族自治区,2024-05,109.60,23.09,29,35.65,35.00,19.00,25.74,67.74,1.95,29.03,2.22,9.68,2.00,64.52,1.95,51.61,1.94,12.90,2.00,3.23,2.00,3.23,3.00
2370,贵港市,广西壮族自治区,2024-06,109.60,23.09,14,24.63,35.00,23.00,28.37,53.33,2.12,73.33,2.50,16.67,2.20,16.67,1.80,10.00,1.67,36.67,2.36,10.00,2.33,6.67,2.00
2371,贵港市,广西壮族自治区,2024-07,109.60,23.09,5,25.58,36.00,24.00,29.85,70.97,2.59,74.19,2.65,6.45,1.50,9.68,2.33,6.45,2.50,48.39,2.73,3.23,1.00,3.23,2.00
2372,贵港市,广西壮族自治区,2024-08,109.60,23.09,8,30.97,37.00,25.00,29.56,22.58,1.86,77.42,2.25,38.71,1.83,12.90,1.50,0.00,0.00,12.90,1.75,29.03,2.00,9.68,1.33
2373,贵港市,广西壮族自治区,2024-09,109.60,23.09,14,34.70,36.00,22.00,28.70,76.67,1.91,23.33,1.71,10.00,1.67,63.33,2.00,53.33,2.06,13.33,1.50,3.33,2.00,6.67,1.50
2374,贵港市,广西壮族自治区,2024-10,109.60,23.09,29,43.87,33.00,16.00,24.68,45.16,1.79,16.13,1.60,3.23,4.00,83.87,2.38,29.03,1.89,16.13,1.60,0.00,0.00,3.23,4.00
2375,贵港市,广西壮族自治区,2024-11,109.60,23.09,16,51.83,33.00,13.00,22.17,76.67,1.91,6.67,1.00,0.00,0.00,83.33,2.16,60.00,2.11,6.67,1.00,0.00,0.00,0.00,0.00
2376,贵阳市,贵州省,2023-12,106.71,26.57,0,61.00,23.00,-2.00,8.35,58.06,2.17,41.94,2.62,6.45,1.50,54.84,2.29,45.16,2.36,9.68,1.33,6.45,1.50,0.00,0.00
2377,贵阳市,贵州省,2024-01,106.71,26.57,0,38.19,20.00,-6.00,7.19,70.97,2.05,38.71,2.83,3.23,4.00,58.06,2.06,54.84,2.00,12.90,2.25,3.23,4.00,0.00,0.00
2378,贵阳市,贵州省,2024-02,106.71,26.57,0,39.48,27.00,-3.00,7.17,55.17,2.19,44.83,3.54,10.34,4.67,55.17,2.38,48.28,2.21,6.90,2.00,10.34,4.67,0.00,0.00
2379,贵阳市,贵州省,2024-03,106.71,26.57,0,44.00,29.00,0.00,14.21,64.52,2.20,58.06,3.11,16.13,4.40,38.71,2.42,32.26,2.20,29.03,2.33,16.13,4.40,0.00,0.00
2380,贵阳市,贵州省,2024-04,106.71,26.57,6,38.13,31.00,10.00,19.07,63.33,2.05,50.00,2.60,20.00,2.83,46.67,2.36,33.33,2.10,26.67,2.00,16.67,3.00,3.33,2.00
2381,贵阳市,贵州省,2024-05,106.71,26.57,5,26.65,30.00,10.00,18.63,51.61,2.00,45.16,2.36,12.90,2.50,48.39,2.40,25.81,2.12,19.35,2.00,6.45,1.50,6.45,3.50
2382,贵阳市,贵州省,2024-06,106.71,26.57,23,21.47,29.00,14.00,21.10,43.33,1.77,30.00,2.89,20.00,1.50,60.00,1.72,30.00,1.78,6.67,2.50,6.67,2.50,10.00,1.00
2383,贵阳市,贵州省,2024-07,106.71,26.57,31,18.61,35.00,20.00,25.03,19.35,1.67,83.87,3.58,6.45,1.50,12.90,1.75,6.45,1.50,9.68,1.67,3.23,1.00,3.23,2.00
2384,贵阳市,贵州省,2024-08,106.71,26.57,31,26.35,34.00,19.00,25.39,51.61,2.19,67.74,2.67,0.00,0.00,29.03,2.33,19.35,2.17,29.03,2.22,0.00,0.00,0.00,0.00
2385,贵阳市,贵州省,2024-09,106.71,26.57,23,27.50,32.00,12.00,23.70,80.00,2.58,40.00,2.42,3.33,3.00,53.33,2.75,50.00,2.73,23.33,2.43,0.00,0.00,3.33,3.00
2386,贵阳市,贵州省,2024-10,106.71,26.57,0,31.90,25.00,8.00,16.50,77.42,2.21,38.71,2.25,3.23,3.00,61.29,2.53,45.16,2.36,32.26,2.00,3.23,3.00,0.00,0.00
2387,贵阳市,贵州省,2024-11,106.71,26.57,0,34.70,26.00,5.00,13.53,63.33,1.89,36.67,2.36,0.00,0.00,63.33,2.00,46.67,1.71,16.67,2.40,0.00,0.00,0.00,0.00
2388,贺州市,广西壮族自治区,2023-12,111.55,24.41,2,88.00,29.00,0.00,12.97,12.90,1.75,22.58,1.43,77.42,1.62,74.19,1.83,0.00,0.00,12.90,1.75,6.45,1.00,67.74,1.71
2389,贺州市,广西壮族自治区,2024-01,111.55,24.41,0,58.81,25.00,0.00,11.90,22.58,1.43,25.81,1.38,67.74,1.62,70.97,1.68,0.00,0.00,22.58,1.43,0.00,0.00,67.74,1.62
2390,贺州市,广西壮族自治区,2024-02,111.55,24.41,3,41.45,28.00,1.00,10.12,31.03,1.89,31.03,1.89,68.97,1.85,68.97,1.85,0.00,0.00,31.03,1.89,0.00,0.00,68.97,1.85
2391,贺州市,广西壮族自治区,2024-03,111.55,24.41,11,47.48,30.00,5.00,17.73,35.48,1.64,51.61,1.62,41.94,1.62,41.94,1.62,0.00,0.00,35.48,1.64,3.23,2.00,38.71,1.58
2392,贺州市,广西壮族自治区,2024-04,111.55,24.41,25,40.13,32.00,14.00,22.58,30.00,1.78,63.33,1.74,43.33,1.54,26.67,1.62,0.00,0.00,30.00,1.78,13.33,1.50,23.33,1.71
2393,贺州市,广西壮族自治区,2024-05,111.55,24.41,29,37.74,35.00,17.00,24.31,32.26,1.30,48.39,1.27,48.39,1.33,48.39,1.33,3.23,1.00,25.81,1.38,9.68,1.00,38.71,1.42
2394,贺州市,广西壮族自治区,2024-06,111.55,24.41,20,25.63,34.00,20.00,27.52,50.00,1.47,80.00,1.58,20.00,1.50,20.00,1.33,3.33,1.00,46.67,1.50,6.67,1.50,13.33,1.50
2395,贺州市,广西壮族自治区,2024-07,111.55,24.41,6,29.48,39.00,24.00,30.29,64.52,1.85,90.32,1.89,9.68,1.67,6.45,2.00,0.00,0.00,64.52,1.85,0.00,0.00,6.45,2.00
2396,贺州市,广西壮族自治区,2024-08,111.55,24.41,21,31.26,37.00,24.00,29.52,16.13,1.20,64.52,1.50,61.29,1.32,19.35,1.17,6.45,1.00,9.68,1.33,32.26,1.50,12.90,1.25
2397,贺州市,广西壮族自治区,2024-09,111.55,24.41,22,36.83,37.00,21.00,28.62,26.67,1.50,23.33,1.14,50.00,1.40,73.33,1.68,10.00,2.00,13.33,1.25,6.67,1.00,43.33,1.46
2398,贺州市,广西壮族自治区,2024-10,111.55,24.41,20,46.16,32.00,14.00,23.31,6.45,1.00,12.90,1.00,80.65,2.00,87.10,2.11,0.00,0.00,6.45,1.00,6.45,1.00,74.19,2.09
2399,贺州市,广西壮族自治区,2024-11,111.55,24.41,10,51.13,31.00,10.00,19.75,3.33,1.00,3.33,1.00,73.33,1.68,96.67,1.76,3.33,1.00,0.00,0.00,3.33,1.00,70.00,1.71
2400,资阳市,四川省,2023-12,104.60,30.19,0,144.00,18.00,0.00,9.44,77.42,1.67,29.03,1.22,12.90,1.00,64.52,1.60,58.06,1.67,12.90,1.50,9.68,1.00,3.23,1.00
2401,资阳市,四川省,2024-01,104.60,30.19,0,87.23,18.00,0.00,9.00,83.87,1.65,22.58,1.43,9.68,1.00,64.52,1.70,51.61,1.88,19.35,1.50,3.23,1.00,6.45,1.00
2402,资阳市,四川省,2024-02,104.60,30.19,0,85.97,22.00,1.00,9.40,96.55,1.75,17.24,1.40,3.45,1.00,72.41,1.86,68.97,1.90,17.24,1.40,0.00,0.00,3.45,1.00
2403,资阳市,四川省,2024-03,104.60,30.19,1,62.81,31.00,5.00,16.35,87.10,2.00,32.26,1.90,3.23,3.00,58.06,2.17,45.16,2.14,32.26,1.90,0.00,0.00,3.23,3.00
2404,资阳市,四川省,2024-04,104.60,30.19,8,47.80,34.00,12.00,20.73,63.33,1.95,30.00,1.78,20.00,1.83,56.67,1.94,33.33,2.00,20.00,1.83,3.33,1.00,13.33,2.00
2405,资阳市,四川省,2024-05,104.60,30.19,25,49.58,37.00,14.00,23.55,67.74,1.90,35.48,1.73,22.58,2.14,48.39,2.00,35.48,1.91,22.58,1.71,6.45,2.00,12.90,2.25
2406,资阳市,四川省,2024-06,104.60,30.19,30,39.30,35.00,18.00,24.75,66.67,1.65,50.00,1.67,16.67,1.60,43.33,1.69,33.33,1.60,30.00,1.67,6.67,1.50,6.67,2.00
2407,资阳市,四川省,2024-07,104.60,30.19,30,32.06,37.00,22.00,27.11,51.61,1.50,25.81,1.25,25.81,1.75,61.29,1.79,16.13,2.00,22.58,1.29,0.00,0.00,25.81,1.75
2408,资阳市,四川省,2024-08,104.60,30.19,16,47.61,41.00,22.00,30.73,70.97,1.50,58.06,1.33,16.13,1.40,32.26,1.70,19.35,1.67,45.16,1.43,9.68,1.00,3.23,3.00
2409,资阳市,四川省,2024-09,104.60,30.19,26,44.90,38.00,15.00,28.47,50.00,1.60,33.33,1.30,36.67,1.36,66.67,1.75,26.67,1.75,23.33,1.43,10.00,1.00,26.67,1.50
2410,资阳市,四川省,2024-10,104.60,30.19,2,40.13,27.00,12.00,18.42,74.19,1.52,38.71,1.33,19.35,1.50,58.06,1.61,35.48,1.73,35.48,1.36,3.23,1.00,16.13,1.60
2411,资阳市,四川省,2024-11,104.60,30.19,0,45.93,24.00,4.00,14.18,80.00,1.71,26.67,1.25,10.00,1.33,60.00,1.83,46.67,1.93,20.00,1.33,6.67,1.00,3.33,2.00
2412,赣州市,江西省,2023-12,114.92,25.85,2,101.00,29.00,-1.00,11.50,19.35,1.33,16.13,2.00,16.13,1.20,83.87,1.96,19.35,1.33,0.00,0.00,0.00,0.00,16.13,1.20
2413,赣州市,江西省,2024-01,114.92,25.85,0,56.10,25.00,-2.00,10.94,16.13,1.60,19.35,1.50,12.90,1.75,80.65,1.88,16.13,1.60,0.00,0.00,3.23,1.00,9.68,2.00
2414,赣州市,江西省,2024-02,114.92,25.85,3,33.97,29.00,2.00,10.74,6.90,1.50,31.03,2.56,10.34,2.33,68.97,2.05,6.90,1.50,0.00,0.00,10.34,2.33,0.00,0.00
2415,赣州市,江西省,2024-03,114.92,25.85,7,41.58,30.00,4.00,16.50,25.81,1.62,45.16,2.21,25.81,2.25,54.84,1.76,19.35,1.67,6.45,1.50,16.13,2.80,9.68,1.33
2416,赣州市,江西省,2024-04,114.92,25.85,23,33.03,32.00,15.00,22.37,6.67,1.50,66.67,2.10,26.67,1.75,33.33,1.60,6.67,1.50,0.00,0.00,26.67,1.75,0.00,0.00
2417,赣州市,江西省,2024-05,114.92,25.85,29,33.45,34.00,17.00,24.42,16.13,1.20,45.16,1.93,22.58,1.14,54.84,1.47,12.90,1.25,3.23,1.00,9.68,1.33,12.90,1.00
2418,赣州市,江西省,2024-06,114.92,25.85,14,21.23,36.00,18.00,27.80,16.67,1.60,73.33,2.45,30.00,2.56,23.33,1.71,6.67,1.50,6.67,2.00,26.67,2.62,3.33,2.00
2419,赣州市,江西省,2024-07,114.92,25.85,2,20.84,39.00,25.00,31.82,3.23,3.00,90.32,2.96,38.71,2.83,9.68,2.67,0.00,0.00,3.23,3.00,35.48,2.91,3.23,2.00
2420,赣州市,江西省,2024-08,114.92,25.85,3,29.61,38.00,25.00,30.61,16.13,1.00,80.65,1.60,51.61,1.50,16.13,1.40,3.23,1.00,12.90,1.00,41.94,1.62,6.45,1.00
2421,赣州市,江西省,2024-09,114.92,25.85,12,32.30,37.00,18.00,28.77,43.33,1.62,3.33,1.00,16.67,1.80,83.33,1.96,30.00,1.78,0.00,0.00,3.33,1.00,13.33,2.00
2422,赣州市,江西省,2024-10,114.92,25.85,22,41.58,33.00,12.00,22.03,6.45,1.00,6.45,1.50,12.90,1.25,90.32,2.61,6.45,1.00,0.00,0.00,6.45,1.50,3.23,1.00
2423,赣州市,江西省,2024-11,114.92,25.85,8,40.07,28.00,6.00,17.72,23.33,2.14,3.33,1.00,6.67,1.00,96.67,2.34,23.33,2.14,0.00,0.00,3.33,1.00,3.33,1.00
2424,赤峰市,内蒙古自治区,2023-12,118.87,42.28,0,47.00,11.00,-24.00,-9.02,25.81,1.88,54.84,2.06,70.97,2.45,45.16,2.57,19.35,2.17,6.45,1.00,48.39,2.20,22.58,3.00
2425,赤峰市,内蒙古自治区,2024-01,118.87,42.28,0,34.29,5.00,-23.00,-8.84,22.58,1.86,41.94,2.08,77.42,2.33,35.48,2.36,16.13,2.00,0.00,0.00,41.94,2.08,19.35,2.67
2426,赤峰市,内蒙古自治区,2024-02,118.87,42.28,0,44.34,16.00,-20.00,-5.88,44.83,1.62,37.93,2.00,48.28,2.64,41.38,2.67,13.79,2.50,17.24,1.20,20.69,2.67,20.69,2.67
2427,赤峰市,内蒙古自治区,2024-03,118.87,42.28,0,50.87,19.00,-14.00,1.74,25.81,2.00,25.81,2.75,64.52,3.25,61.29,2.89,22.58,1.86,0.00,0.00,22.58,2.71,32.26,3.60
2428,赤峰市,内蒙古自治区,2024-04,118.87,42.28,0,43.53,29.00,-4.00,11.30,40.00,2.50,36.67,3.00,56.67,3.12,50.00,2.87,26.67,2.62,6.67,2.50,26.67,3.25,23.33,3.14
2429,赤峰市,内蒙古自治区,2024-05,118.87,42.28,1,41.13,34.00,6.00,17.65,25.81,3.12,45.16,3.07,64.52,3.70,48.39,3.87,19.35,3.50,6.45,2.00,32.26,3.40,25.81,4.00
2430,赤峰市,内蒙古自治区,2024-06,118.87,42.28,12,42.73,35.00,12.00,22.63,20.00,2.83,46.67,2.86,63.33,3.05,40.00,3.00,16.67,3.00,3.33,2.00,36.67,3.27,13.33,3.00
2431,赤峰市,内蒙古自治区,2024-07,118.87,42.28,23,35.26,34.00,14.00,24.19,45.16,2.00,45.16,2.29,38.71,2.67,48.39,2.33,25.81,2.38,19.35,1.50,19.35,2.67,12.90,2.75
